#       step         max_devi_v         min_devi_v         avg_devi_v         max_devi_f         min_devi_f         avg_devi_f
      209000       1.234892e-02       1.633343e-03       6.648530e-03       8.638278e-02       1.200310e-02       3.629598e-02
      210000       1.512160e-02       1.392584e-03       7.967253e-03       6.924417e-02       1.863403e-02       3.828514e-02
      211000       1.145681e-02       3.458541e-03       7.245456e-03       8.501871e-02       1.393540e-02       3.421670e-02
      212000       1.683996e-02       6.031265e-04       8.754931e-03       8.149033e-02       1.906167e-02       3.829429e-02
      213000       1.037817e-02       1.809528e-03       5.461996e-03       1.055334e-01       1.394930e-02       4.100619e-02
      214000       9.578410e-03       3.408850e-03       5.762278e-03       9.123846e-02       2.005329e-02       4.126652e-02
      215000       5.385158e-03       1.465312e-03       3.764595e-03       1.232639e-01       2.218513e-02       5.303746e-02
      216000       1.160657e-02       2.182120e-03       5.953427e-03       1.535361e-01       1.943574e-02       5.245360e-02
      217000       1.454322e-02       2.029916e-03       7.661068e-03       7.034418e-02       1.757991e-02       3.768558e-02
      218000       1.801576e-02       9.143816e-04       9.006944e-03       7.764273e-02       1.867221e-02       4.246370e-02
      219000       1.038942e-02       1.732553e-03       5.259011e-03       1.369782e-01       2.000414e-02       4.093566e-02
      220000       8.318483e-03       1.541946e-03       4.584990e-03       7.055193e-02       1.449059e-02       3.728325e-02
      221000       1.035950e-02       2.861861e-03       5.886677e-03       9.079294e-02       1.239116e-02       4.264800e-02
      222000       7.819250e-03       6.925765e-04       3.650598e-03       7.845396e-02       1.281394e-02       3.385266e-02
      223000       1.789760e-02       1.153621e-03       9.332017e-03       7.197993e-02       1.630890e-02       3.848360e-02
      224000       1.306951e-02       8.485119e-04       6.542407e-03       7.419793e-02       1.863023e-02       3.605194e-02
      225000       5.812207e-03       1.360557e-03       3.490027e-03       7.447393e-02       1.634248e-02       3.676749e-02
      226000       1.031892e-02       1.469228e-04       4.933566e-03       7.405749e-02       7.630315e-03       3.355659e-02
      227000       1.208915e-02       2.117163e-03       6.474976e-03       8.333109e-02       1.592085e-02       3.944865e-02
      228000       1.009573e-02       2.644494e-03       5.032260e-03       1.040903e-01       1.496279e-02       4.343877e-02
      229000       7.161086e-03       1.728598e-03       5.171882e-03       9.196661e-02       2.265789e-02       4.297128e-02
      230000       1.218512e-02       2.017641e-03       5.589859e-03       6.264568e-02       1.552173e-02       3.506777e-02
